date,shift_group,alignment_variable,n_valid,optimal_shift_s,peak_r,peak_r_raw,zero_lag_r,peak_margin,second_peak_r,monotonic_halfwidth_s,left_halfwidth_s,right_halfwidth_s,concavity_fraction,decision,reason,n_vars_shifted
2022-02-15,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,275,24.0,0.2516,0.2664,0.1585,0.0226,0.2291,6.0,14.0,6.0,0.5882,SKIP,n_valid=275<300,0
2022-02-15,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,29609,13.0,0.7944,0.7984,0.7668,0.0084,0.7859,17.0,43.0,17.0,0.6667,SHIFT,,2
2022-02-15,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,29449,1.0,0.7689,0.7775,0.768,0.0275,0.7414,29.0,31.0,29.0,1.0,SHIFT,,20
2022-02-16,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,17984,7.0,0.3337,0.3341,0.3309,0.0022,0.3314,23.0,37.0,23.0,0.8571,SHIFT,,14
2022-02-16,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,228,15.0,0.2124,0.2204,0.0882,0.0135,0.1989,15.0,43.0,15.0,1.0,SKIP,n_valid=228<300,0
2022-02-16,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,30905,14.0,0.7265,0.7281,0.7166,0.0033,0.7233,16.0,44.0,16.0,0.619,SHIFT,,2
2022-02-16,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,31004,-3.0,0.6833,0.6851,0.6822,0.0045,0.6788,27.0,27.0,33.0,0.8095,SHIFT,,20
2022-02-19,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,19676,2.0,0.3766,0.3774,0.3764,0.0028,0.3738,28.0,32.0,28.0,1.0,SHIFT,,14
2022-02-19,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,164,-30.0,0.3232,0.32,0.2456,0.0303,0.2929,0.0,0.0,17.0,1.0,SKIP,n_valid=164<300; monotonic_halfwidth_s<5,0
2022-02-19,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,29269,9.0,0.3135,0.3142,0.3101,0.0018,0.3117,21.0,39.0,21.0,0.9048,SHIFT,,2
2022-02-19,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,29395,-30.0,0.1864,0.1872,0.1741,0.0055,0.1809,0.0,0.0,14.0,0.6364,SKIP,peak_r<0.2; monotonic_halfwidth_s<5,0
2022-02-22,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,19667,7.0,0.7798,0.7824,0.7535,0.0084,0.7714,23.0,37.0,23.0,0.7143,SHIFT,,14
2022-02-22,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,125,30.0,0.2167,0.2426,-0.16,0.1423,0.0744,0.0,29.0,0.0,0.5455,SKIP,n_valid=125<300; monotonic_halfwidth_s<5,0
2022-02-22,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,30255,12.0,0.5175,0.5254,0.4892,0.0121,0.5054,17.0,42.0,17.0,0.619,SHIFT,,2
2022-02-22,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,23940,-8.0,0.5304,0.5331,0.4914,0.01,0.5204,22.0,22.0,38.0,1.0,SHIFT,,20
2022-02-26,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,12514,4.0,0.8018,0.8023,0.8011,0.002,0.7999,26.0,34.0,26.0,1.0,SHIFT,,14
2022-02-26,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,288,-2.0,0.1763,0.1813,0.1727,0.0199,0.1565,19.0,19.0,26.0,1.0,SKIP,n_valid=288<300; peak_r<0.2,0
2022-02-26,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,26468,12.0,0.3684,0.3737,0.3418,0.0102,0.3582,18.0,42.0,18.0,0.619,SHIFT,,2
2022-02-26,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,18673,0.0,0.415,0.4181,0.415,0.0113,0.4037,30.0,30.0,30.0,1.0,SHIFT,,0
2022-03-02,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,11824,7.0,0.5121,0.5128,0.5081,0.0021,0.51,23.0,37.0,23.0,1.0,SHIFT,,14
2022-03-02,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2022-03-02,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,12043,15.0,0.9034,0.906,0.8653,0.0079,0.8955,15.0,45.0,15.0,0.9524,SHIFT,,2
2022-03-02,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,12038,3.0,0.8297,0.8323,0.8277,0.0072,0.8225,27.0,33.0,27.0,1.0,SHIFT,,20
2022-03-03,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,23413,7.0,0.3123,0.3127,0.3106,0.0012,0.3111,23.0,37.0,23.0,1.0,SHIFT,,14
2022-03-03,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,3,9.0,0.2136,0.9905,-0.958,0.6992,-0.4856,8.0,14.0,8.0,0.3333,SKIP,n_valid=3<300,0
2022-03-03,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,29150,16.0,0.8955,0.9076,0.7662,0.0312,0.8643,14.0,46.0,14.0,0.8095,SHIFT,,2
2022-03-03,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,29521,2.0,0.9096,0.9137,0.9074,0.0127,0.8969,28.0,32.0,28.0,1.0,SHIFT,,20
2022-03-04,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,17815,3.0,0.7531,0.7542,0.7524,0.0026,0.7505,27.0,33.0,27.0,1.0,SHIFT,,14
2022-03-04,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,282,-8.0,0.2294,0.2504,0.1052,0.0739,0.1556,22.0,22.0,38.0,0.8571,SKIP,n_valid=282<300,0
2022-03-04,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,29481,12.0,0.6028,0.6045,0.595,0.0039,0.599,17.0,17.0,18.0,0.4762,SHIFT,,2
2022-03-04,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,29160,-3.0,0.5652,0.5711,0.5619,0.0149,0.5503,27.0,27.0,33.0,0.7619,SHIFT,,20
2022-03-07,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,17428,0.0,0.3393,0.3401,0.3393,0.0032,0.336,30.0,30.0,30.0,1.0,SHIFT,,0
2022-03-07,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,66,-8.0,0.5788,0.607,0.3443,0.003,0.5758,9.0,9.0,12.0,0.5238,SKIP,n_valid=66<300,0
2022-03-07,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,26984,16.0,0.6796,0.6935,0.5624,0.0263,0.6534,14.0,46.0,14.0,0.9048,SHIFT,,2
2022-03-07,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,30651,-3.0,0.4427,0.4549,0.4338,0.0341,0.4086,27.0,27.0,33.0,0.9524,SHIFT,,20
2022-03-13,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,15516,-1.0,0.8546,0.8562,0.8544,0.0058,0.8488,29.0,29.0,31.0,1.0,SHIFT,,14
2022-03-13,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,206,15.0,0.1132,0.1417,0.0781,0.0316,0.0816,8.0,8.0,15.0,0.4286,SKIP,n_valid=206<300; peak_r<0.2,0
2022-03-13,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,25795,18.0,0.2989,0.2998,0.2859,0.0023,0.2966,12.0,48.0,12.0,0.619,SHIFT,,2
2022-03-13,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,25930,-2.0,0.344,0.3523,0.3418,0.023,0.3209,28.0,28.0,32.0,0.9048,SHIFT,,20
2022-03-14,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,19671,9.0,0.0638,0.0642,0.0597,0.0017,0.0621,21.0,39.0,21.0,1.0,SKIP,peak_r<0.2,0
2022-03-14,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,54,-30.0,0.5406,0.5425,0.2917,0.1072,0.4335,0.0,0.0,14.0,0.6364,SKIP,n_valid=54<300; monotonic_halfwidth_s<5,0
2022-03-14,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,29258,16.0,0.8101,0.8322,0.6536,0.0568,0.7533,14.0,46.0,14.0,0.5714,SHIFT,,2
2022-03-14,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,17915,-1.0,0.8315,0.8458,0.8292,0.042,0.7895,29.0,29.0,31.0,0.9524,SHIFT,,20
2022-03-18,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,7656,0.0,0.5675,0.5684,0.5675,0.0029,0.5646,30.0,30.0,30.0,1.0,SHIFT,,0
2022-03-18,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,368,-1.0,-0.065,-0.0525,-0.0664,0.0266,-0.0917,18.0,18.0,18.0,0.8571,SKIP,peak_r<0.2,0
2022-03-18,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,11383,12.0,0.5028,0.5045,0.4896,0.0051,0.4977,18.0,42.0,18.0,0.9048,SHIFT,,2
2022-03-18,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,11452,-3.0,0.3842,0.3857,0.3829,0.0057,0.3785,27.0,27.0,33.0,1.0,SHIFT,,20
2022-03-22,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,19188,1.0,0.3471,0.3476,0.347,0.0018,0.3452,29.0,31.0,29.0,1.0,SHIFT,,14
2022-03-22,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,12,30.0,0.8352,0.8274,0.3594,0.0086,0.8267,0.0,27.0,0.0,1.0,SKIP,n_valid=12<300; monotonic_halfwidth_s<5,0
2022-03-22,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,30286,14.0,0.8768,0.8783,0.8631,0.0037,0.8732,16.0,44.0,16.0,0.9524,SHIFT,,2
2022-03-22,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,22552,1.0,0.6474,0.6491,0.6472,0.0046,0.6428,29.0,31.0,29.0,1.0,SHIFT,,20
2022-03-26,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,20528,1.0,0.7526,0.7533,0.7524,0.003,0.7495,29.0,31.0,29.0,1.0,SHIFT,,14
2022-03-26,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,356,-2.0,-0.0236,-0.0194,-0.0265,0.0125,-0.0361,12.0,28.0,12.0,0.8571,SKIP,peak_r<0.2,0
2022-03-26,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,30034,-30.0,0.6129,0.6145,0.5891,0.0036,0.6093,0.0,0.0,34.0,0.8182,SKIP,monotonic_halfwidth_s<5,0
2022-03-26,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,26944,-4.0,0.5109,0.5145,0.5061,0.0046,0.5062,9.0,9.0,34.0,0.6667,SHIFT,,20
2022-03-28,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,10004,11.0,0.2847,0.2851,0.2783,0.0014,0.2833,19.0,41.0,19.0,1.0,SHIFT,,14
2022-03-28,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,191,11.0,0.2158,0.2383,0.1242,0.0137,0.2021,9.0,26.0,9.0,0.5714,SKIP,n_valid=191<300,0
2022-03-28,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,8900,-30.0,0.4233,0.426,0.4123,0.0044,0.4188,0.0,0.0,25.0,0.9091,SKIP,monotonic_halfwidth_s<5,0
2022-03-28,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,12023,0.0,0.2521,0.2583,0.2521,0.0221,0.2301,30.0,30.0,30.0,0.8095,SHIFT,,0
2022-03-29,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,17259,-3.0,0.6258,0.6358,0.6164,0.0219,0.6038,27.0,27.0,33.0,0.7619,SHIFT,,14
2022-03-29,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,268,-18.0,-0.1982,-0.1882,-0.2408,0.015,-0.2132,12.0,12.0,30.0,0.5238,SKIP,n_valid=268<300; peak_r<0.2,0
2022-03-29,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2022-03-29,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,29506,0.0,0.2458,0.2543,0.2458,0.0272,0.2186,30.0,30.0,30.0,0.8571,SHIFT,,0
2022-05-03,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,8215,3.0,0.7114,0.7125,0.7106,0.0028,0.7087,27.0,33.0,27.0,1.0,SHIFT,,14
2022-05-03,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,105,-3.0,0.7428,0.7468,0.7419,0.0022,0.7405,22.0,27.0,22.0,0.9524,SKIP,n_valid=105<300,0
2022-05-03,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,10935,30.0,0.709,0.7101,0.6686,0.0046,0.7044,0.0,60.0,0.0,1.0,SKIP,monotonic_halfwidth_s<5,0
2022-05-03,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,10935,29.0,0.8034,0.8034,0.789,0.0004,0.803,1.0,59.0,1.0,1.0,SKIP,monotonic_halfwidth_s<5,0
2022-05-05,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,15391,0.0,0.7822,0.7835,0.7822,0.004,0.7782,30.0,30.0,30.0,1.0,SHIFT,,0
2022-05-05,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,311,9.0,0.224,0.2431,0.1806,0.0256,0.1984,14.0,14.0,16.0,0.7619,SHIFT,,15
2022-05-05,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,29221,27.0,0.4224,0.4234,0.4087,0.0019,0.4205,3.0,9.0,3.0,0.4286,SKIP,monotonic_halfwidth_s<5,0
2022-05-05,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,23651,-1.0,0.4752,0.4759,0.4751,0.0018,0.4734,29.0,29.0,31.0,1.0,SHIFT,,20
2022-05-10,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,4566,-2.0,0.6062,0.6294,0.5958,0.0492,0.557,28.0,28.0,32.0,0.7143,SHIFT,,14
2022-05-10,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,278,-22.0,0.2347,0.2433,-0.1804,0.0157,0.219,8.0,8.0,26.0,0.6316,SKIP,n_valid=278<300,0
2022-05-10,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,11875,13.0,0.5104,0.5279,0.4309,0.0231,0.4873,17.0,43.0,17.0,0.4762,SHIFT,,2
2022-05-10,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,11874,-4.0,0.0749,0.0764,0.0731,0.0028,0.0721,26.0,26.0,29.0,0.7143,SKIP,peak_r<0.2,0
2022-05-16,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,19904,30.0,0.073,0.0738,0.0589,0.0015,0.0715,0.0,60.0,0.0,1.0,SKIP,peak_r<0.2; monotonic_halfwidth_s<5,0
2022-05-16,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,108,-3.0,0.4078,0.5028,0.3653,0.1102,0.2976,27.0,27.0,33.0,0.5714,SKIP,n_valid=108<300,0
2022-05-16,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,28751,30.0,0.6256,0.6262,0.6093,0.0025,0.623,0.0,60.0,0.0,0.9091,SKIP,monotonic_halfwidth_s<5,0
2022-05-16,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,22616,30.0,0.4922,0.493,0.4794,0.0019,0.4904,0.0,59.0,0.0,0.9091,SKIP,monotonic_halfwidth_s<5,0
2022-05-17,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,11337,-3.0,0.7966,0.7969,0.7962,0.0012,0.7954,27.0,27.0,33.0,1.0,SHIFT,,14
2022-05-17,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2022-05-17,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,11370,30.0,0.5079,0.5106,0.4684,0.0095,0.4984,0.0,60.0,0.0,0.8182,SKIP,monotonic_halfwidth_s<5,0
2022-05-17,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,11370,-3.0,0.6062,0.6074,0.6053,0.0021,0.6042,27.0,27.0,33.0,1.0,SHIFT,,20
2022-05-18,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,21361,-1.0,0.3073,0.3081,0.3072,0.0035,0.3038,29.0,29.0,31.0,1.0,SHIFT,,14
2022-05-18,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,86,30.0,0.277,0.2572,-0.1722,0.0532,0.2239,0.0,7.0,0.0,0.3636,SKIP,n_valid=86<300; monotonic_halfwidth_s<5,0
2022-05-18,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,30558,13.0,0.3405,0.3459,0.3157,0.0102,0.3303,9.0,43.0,9.0,0.4286,SHIFT,,2
2022-05-18,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,23553,-1.0,0.1279,0.1446,0.1249,0.0442,0.0837,29.0,29.0,31.0,0.619,SKIP,peak_r<0.2,0
2022-05-20,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,10341,-3.0,0.6377,0.638,0.6374,0.0012,0.6364,27.0,27.0,33.0,1.0,SHIFT,,14
