date,shift_group,alignment_variable,n_valid,optimal_shift_s,peak_r,peak_r_raw,zero_lag_r,peak_margin,second_peak_r,monotonic_halfwidth_s,left_halfwidth_s,right_halfwidth_s,concavity_fraction,decision,reason,n_vars_shifted
2021-03-12,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,8378,16.0,0.9663,0.9691,0.9308,0.0069,0.9594,14.0,46.0,14.0,0.8571,SHIFT,,2
2021-03-12,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,24408,3.0,0.9328,0.9344,0.9312,0.0057,0.9271,27.0,33.0,27.0,1.0,SHIFT,,20
2021-03-20,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-03-20,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-03-20,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,6004,15.0,0.7943,0.819,0.6261,0.0499,0.7444,15.0,45.0,15.0,0.6667,SHIFT,,2
2021-03-20,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,11835,-1.0,0.5892,0.5977,0.5891,0.0234,0.5658,29.0,29.0,31.0,0.9048,SHIFT,,20
2021-03-23,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-03-23,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-03-23,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,1765,19.0,0.909,0.9417,0.7696,0.0472,0.8618,11.0,20.0,11.0,0.4286,SHIFT,,2
2021-03-23,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,11656,4.0,0.6141,0.6333,0.5884,0.0555,0.5586,22.0,22.0,26.0,0.6667,SHIFT,,20
2021-03-29,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-03-29,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-03-29,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,6985,16.0,0.8121,0.8304,0.7122,0.0344,0.7776,14.0,46.0,14.0,0.5238,SHIFT,,2
2021-03-29,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,13337,2.0,0.3097,0.3194,0.307,0.025,0.2847,28.0,32.0,28.0,0.7143,SHIFT,,20
2021-03-30,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-03-30,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-03-30,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,15252,17.0,0.6524,0.6558,0.6071,0.0082,0.6443,13.0,47.0,13.0,0.8095,SHIFT,,2
2021-03-30,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,24608,5.0,0.7114,0.7239,0.6822,0.0424,0.669,25.0,35.0,25.0,1.0,SHIFT,,20
2021-04-02,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-04-02,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-04-02,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,12292,17.0,0.8064,0.8255,0.653,0.0456,0.7609,13.0,45.0,13.0,0.6667,SHIFT,,2
2021-04-02,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,18176,6.0,0.5782,0.5834,0.5572,0.0174,0.5607,24.0,36.0,24.0,0.9048,SHIFT,,20
2021-05-13,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,9130,18.0,0.8071,0.8076,0.7891,0.0017,0.8054,12.0,48.0,12.0,0.8571,SHIFT,,14
2021-05-13,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,0,-30.0,-0.0505,-0.0842,,0.1887,-0.2392,0.0,0.0,7.0,0.5455,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-05-13,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,10455,18.0,0.8183,0.8217,0.7675,0.0084,0.8099,12.0,48.0,12.0,0.619,SHIFT,,2
2021-05-13,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,10464,5.0,0.7977,0.8006,0.7904,0.0104,0.7873,25.0,35.0,25.0,0.9524,SHIFT,,20
2021-05-14,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,17465,11.0,0.8678,0.868,0.8643,0.0009,0.8669,19.0,41.0,19.0,1.0,SHIFT,,14
2021-05-14,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,67,21.0,0.162,0.2134,-0.1859,0.0941,0.0679,9.0,29.0,9.0,0.5,SKIP,n_valid=67<300; peak_r<0.2,0
2021-05-14,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,29941,14.0,0.8594,0.8616,0.8489,0.0038,0.8556,16.0,44.0,16.0,0.5714,SHIFT,,2
2021-05-14,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,24652,0.0,0.5342,0.5401,0.5342,0.0153,0.5189,23.0,23.0,30.0,0.7619,SHIFT,,0
2021-05-15,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,9273,13.0,0.9297,0.9298,0.9247,0.0007,0.929,17.0,43.0,17.0,1.0,SHIFT,,14
2021-05-15,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,212,17.0,0.5158,0.5573,-0.0223,0.1807,0.335,13.0,20.0,13.0,0.6667,SKIP,n_valid=212<300,0
2021-05-15,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,12109,12.0,0.7403,0.7448,0.7217,0.0088,0.7315,18.0,42.0,18.0,0.5238,SHIFT,,2
2021-05-15,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,12183,-2.0,0.4623,0.4726,0.4589,0.033,0.4294,28.0,28.0,32.0,0.7619,SHIFT,,20
2021-05-18,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,9997,4.0,0.3783,0.3886,0.3684,0.002,0.3763,6.0,34.0,6.0,0.7619,SHIFT,,14
2021-05-18,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,307,8.0,0.0398,0.083,-0.0886,0.0854,-0.0456,16.0,16.0,22.0,0.6667,SKIP,peak_r<0.2,0
2021-05-18,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,12268,14.0,0.3456,0.3934,0.2799,0.0346,0.311,16.0,44.0,16.0,0.4286,SHIFT,,2
2021-05-18,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,12337,0.0,0.2208,0.2408,0.2208,0.0586,0.1622,30.0,30.0,30.0,0.6667,SHIFT,,0
2021-05-19,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,23780,13.0,0.662,0.6625,0.6513,0.0021,0.6598,17.0,43.0,17.0,1.0,SHIFT,,14
2021-05-19,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,3,-29.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,10.0,0.3,SKIP,n_valid=3<300; monotonic_halfwidth_s<5,0
2021-05-19,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,30043,16.0,0.8564,0.8588,0.8374,0.0054,0.851,14.0,46.0,14.0,0.8095,SHIFT,,2
2021-05-19,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,30633,2.0,0.6472,0.6481,0.6468,0.0023,0.6448,28.0,32.0,28.0,0.9048,SHIFT,,20
2021-05-20,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,9803,8.0,0.8678,0.8683,0.8659,0.0012,0.8667,22.0,38.0,22.0,0.8095,SHIFT,,14
2021-05-20,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,117,19.0,0.1689,0.1844,-0.1578,0.0405,0.1284,11.0,19.0,11.0,0.8095,SKIP,n_valid=117<300; peak_r<0.2,0
2021-05-20,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,11602,17.0,0.919,0.9212,0.8973,0.0032,0.9158,13.0,47.0,13.0,0.619,SHIFT,,2
2021-05-20,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,11782,0.0,0.6971,0.6987,0.6971,0.0041,0.6931,30.0,30.0,30.0,0.619,SHIFT,,0
2021-05-21,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,16345,12.0,0.6323,0.6325,0.6076,0.0034,0.629,18.0,42.0,18.0,1.0,SHIFT,,14
2021-05-21,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,330,15.0,0.6763,0.6816,0.214,0.0502,0.6261,15.0,29.0,15.0,0.9524,SHIFT,,15
2021-05-21,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,29595,14.0,0.4087,0.422,0.3673,0.02,0.3887,16.0,44.0,16.0,0.4286,SHIFT,,2
2021-05-21,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,24666,-1.0,0.1228,0.1311,0.1217,0.0099,0.1129,29.0,29.0,31.0,0.8095,SKIP,peak_r<0.2,0
2021-05-25,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,8670,6.0,0.944,0.9445,0.9428,0.0012,0.9428,24.0,36.0,24.0,1.0,SHIFT,,14
2021-05-25,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,296,9.0,0.4252,0.442,0.2981,0.0706,0.3546,19.0,19.0,21.0,0.7619,SKIP,n_valid=296<300,0
2021-05-25,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,11649,11.0,0.708,0.7087,0.7004,0.0021,0.7059,19.0,41.0,19.0,0.8095,SHIFT,,2
2021-05-25,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,11687,-22.0,0.4872,0.4872,0.475,0.0,0.4872,5.0,5.0,35.0,0.7368,SHIFT,,20
2021-05-26,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,18200,7.0,0.7989,0.7994,0.7967,0.0015,0.7975,23.0,37.0,23.0,1.0,SHIFT,,14
2021-05-26,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,274,21.0,0.4082,0.4384,0.101,0.0618,0.3463,9.0,21.0,9.0,0.8,SKIP,n_valid=274<300,0
2021-05-26,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,27270,16.0,0.8753,0.876,0.8674,0.0016,0.8737,14.0,46.0,14.0,0.7143,SHIFT,,2
2021-05-26,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,28470,1.0,0.8683,0.8686,0.8682,0.0012,0.8671,29.0,31.0,29.0,1.0,SHIFT,,20
2021-06-01,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,9394,9.0,-0.0348,-0.0346,-0.037,0.0006,-0.0354,21.0,39.0,21.0,1.0,SKIP,peak_r<0.2,0
2021-06-01,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,85,30.0,0.0724,0.2104,-0.1097,0.0803,-0.0079,0.0,11.0,0.0,0.4545,SKIP,n_valid=85<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-06-01,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,11830,15.0,0.641,0.6441,0.6327,0.0034,0.6376,13.0,13.0,15.0,0.4762,SHIFT,,2
2021-06-01,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,12210,0.0,0.5578,0.5653,0.5578,0.0228,0.535,30.0,30.0,30.0,0.8095,SHIFT,,0
2021-06-02,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,16523,6.0,-0.171,-0.1709,-0.171,0.0001,-0.171,3.0,3.0,24.0,0.9524,SKIP,peak_r<0.2; monotonic_halfwidth_s<5,0
2021-06-02,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,712,-17.0,-0.0761,-0.0713,-0.1523,0.0085,-0.0846,10.0,10.0,32.0,0.7143,SKIP,peak_r<0.2,0
2021-06-02,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,27988,14.0,0.6104,0.6204,0.5793,0.0133,0.5971,16.0,38.0,16.0,0.5238,SHIFT,,2
2021-06-02,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,27938,0.0,0.5078,0.5214,0.5078,0.0407,0.4671,30.0,30.0,30.0,0.7619,SHIFT,,0
2021-06-05,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,11295,7.0,0.1757,0.1759,0.1752,0.0004,0.1753,23.0,29.0,23.0,0.8095,SKIP,peak_r<0.2,0
2021-06-05,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,0,,,,,,,,,,,SKIP,n_valid=0<300; peak_r<0.2; monotonic_halfwidth_s<5,0
2021-06-05,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,11345,16.0,0.8073,0.8123,0.7465,0.0116,0.7957,14.0,46.0,14.0,0.9048,SHIFT,,2
2021-06-05,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,10987,5.0,0.8697,0.8719,0.8616,0.0075,0.8622,25.0,35.0,25.0,1.0,SHIFT,,20
2021-06-07,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,19029,6.0,0.3524,0.3531,0.3487,0.0036,0.3487,24.0,36.0,24.0,1.0,SHIFT,,14
2021-06-07,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,360,-30.0,-0.0654,-0.0491,-0.2726,0.0314,-0.0968,0.0,0.0,31.0,0.8182,SKIP,peak_r<0.2; monotonic_halfwidth_s<5,0
2021-06-07,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,28386,13.0,0.6783,0.7024,0.5658,0.0477,0.6306,17.0,43.0,17.0,0.5714,SHIFT,,2
2021-06-07,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,28496,0.0,0.7157,0.7386,0.7157,0.0614,0.6543,30.0,30.0,30.0,0.7143,SHIFT,,0
2021-06-08,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,18948,-21.0,-0.1586,-0.157,-0.166,0.0021,-0.1607,9.0,9.0,16.0,0.6,SKIP,peak_r<0.2,0
2021-06-08,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,324,-11.0,0.196,0.2788,-0.0245,0.1056,0.0905,11.0,11.0,16.0,0.4762,SKIP,peak_r<0.2,0
2021-06-08,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,30429,12.0,0.9039,0.9049,0.8859,0.0054,0.8985,18.0,42.0,18.0,0.7619,SHIFT,,2
2021-06-08,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,30532,-1.0,0.353,0.3644,0.3513,0.0328,0.3202,29.0,29.0,31.0,0.7619,SHIFT,,20
2021-06-15,AMS,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_Ave_IsoK_STP,8645,8.0,0.6089,0.611,0.5986,0.0064,0.6025,22.0,38.0,22.0,1.0,SHIFT,,14
2021-06-15,AMS-CVI,Aerodyne_High-Resolution_Time-of-Flight_Mass_Spectrometer_SO4_frac_CVI,65,-25.0,0.096,0.1541,-0.3972,0.12,-0.0241,5.0,5.0,10.0,0.4375,SKIP,n_valid=65<300; peak_r<0.2,0
2021-06-15,CCN,In-situ_Cloud_Condensation_Nuclei_Concentrations_From_the_DMT_CCN_Counter_on_the_NASA_HU-25_Falcon_N_CCN_stdPT,10989,19.0,0.3154,0.3161,0.3068,0.0029,0.3125,11.0,15.0,11.0,0.5714,SHIFT,,2
2021-06-15,Optical,In-situ_optical_aerosol_measurements_from_the_NASA_HU-25_Sc550_submicron,11007,30.0,0.0088,0.0105,-0.0386,0.005,0.0038,0.0,37.0,0.0,1.0,SKIP,peak_r<0.2; monotonic_halfwidth_s<5,0
